danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,audio_features,34gCuhDGsG4bRPIf9bb02f,spotify:track:34gCuhDGsG4bRPIf9bb02f,https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf9bb02f,https://api.spotify.com/v1/audio-analysis/34gCuhDGsG4bRPIf9bb02f,281560,4
0.717,0.499,5,-7.123,1,0.0478,0.499,0,0.071,0.541,81.995,audio_features,6WNqOfvfqmbyCk23ejRBwO,spotify:track:6WNqOfvfqmbyCk23ejRBwO,https://api.spotify.com/v1/tracks/6WNqOfvfqmbyCk23ejRBwO,https://api.spotify.com/v1/audio-analysis/6WNqOfvfqmbyCk23ejRBwO,222329,4
0.431,0.81,7,-6.051,1,0.0958,0.299,0,0.249,0.674,110.118,audio_features,0LH5xRQz5D36FpIkYUFv2e,spotify:track:0LH5xRQz5D36FpIkYUFv2e,https://api.spotify.com/v1/tracks/0LH5xRQz5D36FpIkYUFv2e,https://api.spotify.com/v1/audio-analysis/0LH5xRQz5D36FpIkYUFv2e,205800,4
0.685,0.474,0,-9.105,1,0.0313,0.779,0.00000123,0.149,0.36,79.991,audio_features,1jdNcAD8Ir58RlsdGjJJdx,spotify:track:1jdNcAD8Ir58RlsdGjJJdx,https://api.spotify.com/v1/tracks/1jdNcAD8Ir58RlsdGjJJdx,https://api.spotify.com/v1/audio-analysis/1jdNcAD8Ir58RlsdGjJJdx,161227,4
0.473,0.789,1,-5.171,1,0.0336,0.0263,0,0.132,0.394,103.225,audio_features,2ihCaVdNZmnHZWt0fvAM7B,spotify:track:2ihCaVdNZmnHZWt0fvAM7B,https://api.spotify.com/v1/tracks/2ihCaVdNZmnHZWt0fvAM7B,https://api.spotify.com/v1/audio-analysis/2ihCaVdNZmnHZWt0fvAM7B,266600,4
0.485,0.619,5,-7.115,0,0.0289,0.0941,0.00000331,0.109,0.416,138.017,audio_features,1mea3bSkSGXuIRvnydlB5b,spotify:track:1mea3bSkSGXuIRvnydlB5b,https://api.spotify.com/v1/tracks/1mea3bSkSGXuIRvnydlB5b,https://api.spotify.com/v1/audio-analysis/1mea3bSkSGXuIRvnydlB5b,242373,4
0.857,0.517,0,-6.972,1,0.0384,0.565,0.000195,0.102,0.754,129.063,audio_features,4wCmqSrbyCgxEXROQE6vtV,spotify:track:4wCmqSrbyCgxEXROQE6vtV,https://api.spotify.com/v1/tracks/4wCmqSrbyCgxEXROQE6vtV,https://api.spotify.com/v1/audio-analysis/4wCmqSrbyCgxEXROQE6vtV,244973,4
0.449,0.585,5,-6.762,1,0.0268,0.0522,0.0000849,0.0833,0.203,139.627,audio_features,6nek1Nin9q48AVZcWs9e9D,spotify:track:6nek1Nin9q48AVZcWs9e9D,https://api.spotify.com/v1/tracks/6nek1Nin9q48AVZcWs9e9D,https://api.spotify.com/v1/audio-analysis/6nek1Nin9q48AVZcWs9e9D,278719,4
0.476,0.918,8,-3.988,1,0.0616,0.00895,0,0.292,0.717,154.897,audio_features,5JGxJFdgOQdJZdmyEzDtTj,spotify:track:5JGxJFdgOQdJZdmyEzDtTj,https://api.spotify.com/v1/tracks/5JGxJFdgOQdJZdmyEzDtTj,https://api.spotify.com/v1/audio-analysis/5JGxJFdgOQdJZdmyEzDtTj,179387,4
0.577,0.749,5,-7.215,0,0.0279,0.599,0.0112,0.183,0.261,130.969,audio_features,0BCPKOYdS2jbQ8iyB56Zns,spotify:track:0BCPKOYdS2jbQ8iyB56Zns,https://api.spotify.com/v1/tracks/0BCPKOYdS2jbQ8iyB56Zns,https://api.spotify.com/v1/audio-analysis/0BCPKOYdS2jbQ8iyB56Zns,307880,4
0.509,0.538,7,-7.335,1,0.0572,0.385,0,0.104,0.244,75.089,audio_features,7DFNE7NO0raLIUbgzY2rzm,spotify:track:7DFNE7NO0raLIUbgzY2rzm,https://api.spotify.com/v1/tracks/7DFNE7NO0raLIUbgzY2rzm,https://api.spotify.com/v1/audio-analysis/7DFNE7NO0raLIUbgzY2rzm,252867,4
0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,audio_features,3bidbhpOYeV4knp8AIu8Xn,spotify:track:3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/tracks/3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/audio-analysis/3bidbhpOYeV4knp8AIu8Xn,258343,4
0.421,0.873,10,-4.343,1,0.0565,0.0653,0,0.123,0.63,84.803,audio_features,7wMq5n8mYSKlQIGECKUgTX,spotify:track:7wMq5n8mYSKlQIGECKUgTX,https://api.spotify.com/v1/tracks/7wMq5n8mYSKlQIGECKUgTX,https://api.spotify.com/v1/audio-analysis/7wMq5n8mYSKlQIGECKUgTX,202533,4
0.725,0.68,8,-5.465,1,0.0306,0.162,0.00000213,0.158,0.76,119.939,audio_features,2wqaekenSQZm7hxQOYt8oE,spotify:track:2wqaekenSQZm7hxQOYt8oE,https://api.spotify.com/v1/tracks/2wqaekenSQZm7hxQOYt8oE,https://api.spotify.com/v1/audio-analysis/2wqaekenSQZm7hxQOYt8oE,247520,4
0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,audio_features,0nJW01T7XtvILxQgC5J7Wh,spotify:track:0nJW01T7XtvILxQgC5J7Wh,https://api.spotify.com/v1/tracks/0nJW01T7XtvILxQgC5J7Wh,https://api.spotify.com/v1/audio-analysis/0nJW01T7XtvILxQgC5J7Wh,213827,4
0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,audio_features,1mKXFLRA179hdOWQBwUk9e,spotify:track:1mKXFLRA179hdOWQBwUk9e,https://api.spotify.com/v1/tracks/1mKXFLRA179hdOWQBwUk9e,https://api.spotify.com/v1/audio-analysis/1mKXFLRA179hdOWQBwUk9e,242733,4
0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,audio_features,24LS4lQShWyixJ0ZrJXfJ5,spotify:track:24LS4lQShWyixJ0ZrJXfJ5,https://api.spotify.com/v1/tracks/24LS4lQShWyixJ0ZrJXfJ5,https://api.spotify.com/v1/audio-analysis/24LS4lQShWyixJ0ZrJXfJ5,212560,4
0.755,0.74,1,-4.951,1,0.0407,0.0225,0.00139,0.124,0.609,127.98,audio_features,14fmbvjYLqRZEXz1VZdM2M,spotify:track:14fmbvjYLqRZEXz1VZdM2M,https://api.spotify.com/v1/tracks/14fmbvjYLqRZEXz1VZdM2M,https://api.spotify.com/v1/audio-analysis/14fmbvjYLqRZEXz1VZdM2M,215760,4
0.668,0.758,7,-3.589,1,0.158,0.0338,0,0.204,0.531,135.958,audio_features,4yOn1TEcfsKHUJCL2h1r8I,spotify:track:4yOn1TEcfsKHUJCL2h1r8I,https://api.spotify.com/v1/tracks/4yOn1TEcfsKHUJCL2h1r8I,https://api.spotify.com/v1/audio-analysis/4yOn1TEcfsKHUJCL2h1r8I,229507,4
0.727,0.91,0,-4.516,1,0.0466,0.00211,0.00000101,0.165,0.747,127.088,audio_features,7fmpKF0rLGPnP7kcQ5ZMm7,spotify:track:7fmpKF0rLGPnP7kcQ5ZMm7,https://api.spotify.com/v1/tracks/7fmpKF0rLGPnP7kcQ5ZMm7,https://api.spotify.com/v1/audio-analysis/7fmpKF0rLGPnP7kcQ5ZMm7,207440,4
0.66,0.9,7,-5.02,1,0.14,0.0403,0,0.219,0.591,85.51,audio_features,28GUjBGqZVcAV4PHSYzkj2,spotify:track:28GUjBGqZVcAV4PHSYzkj2,https://api.spotify.com/v1/tracks/28GUjBGqZVcAV4PHSYzkj2,https://api.spotify.com/v1/audio-analysis/28GUjBGqZVcAV4PHSYzkj2,213253,4
0.413,0.856,0,-4.078,0,0.0808,0.0289,0.00571,0.343,0.35,128.017,audio_features,07nH4ifBxUB4lZcsf44Brn,spotify:track:07nH4ifBxUB4lZcsf44Brn,https://api.spotify.com/v1/tracks/07nH4ifBxUB4lZcsf44Brn,https://api.spotify.com/v1/audio-analysis/07nH4ifBxUB4lZcsf44Brn,212960,4
0.472,0.824,7,-7.937,0,0.0554,0.0189,0.0000023,0.107,0.301,140.027,audio_features,75hLNJfiXV5k2YGrbGEW51,spotify:track:75hLNJfiXV5k2YGrbGEW51,https://api.spotify.com/v1/tracks/75hLNJfiXV5k2YGrbGEW51,https://api.spotify.com/v1/audio-analysis/75hLNJfiXV5k2YGrbGEW51,185080,4
0.596,0.85,9,-5.402,1,0.0452,0.0728,0,0.26,0.386,119.985,audio_features,7D49Iig0avHre9RFSUMkd2,spotify:track:7D49Iig0avHre9RFSUMkd2,https://api.spotify.com/v1/tracks/7D49Iig0avHre9RFSUMkd2,https://api.spotify.com/v1/audio-analysis/7D49Iig0avHre9RFSUMkd2,234547,4
0.53,0.95,0,-3.526,1,0.0503,0.284,0.0000101,0.211,0.733,146.035,audio_features,5XRHGXut00SrJUFmcn2lQF,spotify:track:5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/tracks/5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/audio-analysis/5XRHGXut00SrJUFmcn2lQF,238000,4
0.515,0.767,2,-6.199,1,0.0352,0.098,0,0.121,0.38,148.024,audio_features,1NhPKVLsHhFUHIOZ32QnS2,spotify:track:1NhPKVLsHhFUHIOZ32QnS2,https://api.spotify.com/v1/tracks/1NhPKVLsHhFUHIOZ32QnS2,https://api.spotify.com/v1/audio-analysis/1NhPKVLsHhFUHIOZ32QnS2,224693,4
0.479,0.419,0,-6.517,1,0.0389,0.568,0.000217,0.11,0.186,85.014,audio_features,5Db9VIdDsN5yu3Eu7CT0i4,spotify:track:5Db9VIdDsN5yu3Eu7CT0i4,https://api.spotify.com/v1/tracks/5Db9VIdDsN5yu3Eu7CT0i4,https://api.spotify.com/v1/audio-analysis/5Db9VIdDsN5yu3Eu7CT0i4,172724,4
0.628,0.867,9,-3.555,1,0.0913,0.0108,0,0.308,0.597,78.043,audio_features,02ILwrgX3DDx9mclP2EI41,spotify:track:02ILwrgX3DDx9mclP2EI41,https://api.spotify.com/v1/tracks/02ILwrgX3DDx9mclP2EI41,https://api.spotify.com/v1/audio-analysis/02ILwrgX3DDx9mclP2EI41,227311,4
0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,audio_features,1gihuPhrLraKYrJMAEONyc,spotify:track:1gihuPhrLraKYrJMAEONyc,https://api.spotify.com/v1/tracks/1gihuPhrLraKYrJMAEONyc,https://api.spotify.com/v1/audio-analysis/1gihuPhrLraKYrJMAEONyc,206413,4
0.695,0.869,8,-5.066,1,0.0483,0.41,0,0.237,0.58,124.989,audio_features,05SBRd4fXgn8FX7bf8BCAE,spotify:track:05SBRd4fXgn8FX7bf8BCAE,https://api.spotify.com/v1/tracks/05SBRd4fXgn8FX7bf8BCAE,https://api.spotify.com/v1/audio-analysis/05SBRd4fXgn8FX7bf8BCAE,234507,4
0.315,0.296,5,-13.262,1,0.0317,0.771,0,0.702,0.436,172.638,audio_features,4LloVtxNZpeh7q7xdi1DQc,spotify:track:4LloVtxNZpeh7q7xdi1DQc,https://api.spotify.com/v1/tracks/4LloVtxNZpeh7q7xdi1DQc,https://api.spotify.com/v1/audio-analysis/4LloVtxNZpeh7q7xdi1DQc,263573,4
0.677,0.89,1,-4.448,0,0.0418,0.182,0,0.0826,0.764,97.012,audio_features,24YvUQnuPL8gObCfSnAobH,spotify:track:24YvUQnuPL8gObCfSnAobH,https://api.spotify.com/v1/tracks/24YvUQnuPL8gObCfSnAobH,https://api.spotify.com/v1/audio-analysis/24YvUQnuPL8gObCfSnAobH,216773,4
0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046,audio_features,0mUyMawtxj1CJ76kn9gIZK,spotify:track:0mUyMawtxj1CJ76kn9gIZK,https://api.spotify.com/v1/tracks/0mUyMawtxj1CJ76kn9gIZK,https://api.spotify.com/v1/audio-analysis/0mUyMawtxj1CJ76kn9gIZK,233640,4
0.761,0.933,10,-5.38,1,0.056,0.0908,0.0000853,0.0606,0.836,122.959,audio_features,4Y7XAxTANhu3lmnLAzhWJW,spotify:track:4Y7XAxTANhu3lmnLAzhWJW,https://api.spotify.com/v1/tracks/4Y7XAxTANhu3lmnLAzhWJW,https://api.spotify.com/v1/audio-analysis/4Y7XAxTANhu3lmnLAzhWJW,236200,4
0.697,0.878,4,-3.928,0,0.0306,0.00236,0.119,0.129,0.644,120.018,audio_features,1Z8j3DHxRi1u6cOAXemLgn,spotify:track:1Z8j3DHxRi1u6cOAXemLgn,https://api.spotify.com/v1/tracks/1Z8j3DHxRi1u6cOAXemLgn,https://api.spotify.com/v1/audio-analysis/1Z8j3DHxRi1u6cOAXemLgn,196813,4
0.751,0.855,2,-6.858,1,0.107,0.188,0,0.721,0.853,113.065,audio_features,2CaudH3u0OVioRmaIXmVml,spotify:track:2CaudH3u0OVioRmaIXmVml,https://api.spotify.com/v1/tracks/2CaudH3u0OVioRmaIXmVml,https://api.spotify.com/v1/audio-analysis/2CaudH3u0OVioRmaIXmVml,187240,4
0.856,0.609,0,-7.223,1,0.0824,0.00801,0.0000815,0.0344,0.928,114.988,audio_features,32OlwWuMpZ6b0aN2RZOeMS,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/audio-analysis/32OlwWuMpZ6b0aN2RZOeMS,269667,4
0.708,0.779,7,-6.28,1,0.0787,0.421,0.00176,0.115,0.46,142.012,audio_features,21Go4aMyLGP40ANI3TU0Fn,spotify:track:21Go4aMyLGP40ANI3TU0Fn,https://api.spotify.com/v1/tracks/21Go4aMyLGP40ANI3TU0Fn,https://api.spotify.com/v1/audio-analysis/21Go4aMyLGP40ANI3TU0Fn,218228,4
0.688,0.473,8,-9.059,1,0.167,0.716,0.0000446,0.104,0.299,84.958,audio_features,01uqI4H13Gsd8Lyl1EYd8H,spotify:track:01uqI4H13Gsd8Lyl1EYd8H,https://api.spotify.com/v1/tracks/01uqI4H13Gsd8Lyl1EYd8H,https://api.spotify.com/v1/audio-analysis/01uqI4H13Gsd8Lyl1EYd8H,318525,4
0.556,0.686,0,-5.691,1,0.027,0.00283,0,0.0667,0.42,105.99,audio_features,0VKYHUrAXZnzLpNh9YFckH,spotify:track:0VKYHUrAXZnzLpNh9YFckH,https://api.spotify.com/v1/tracks/0VKYHUrAXZnzLpNh9YFckH,https://api.spotify.com/v1/audio-analysis/0VKYHUrAXZnzLpNh9YFckH,266640,4
0.554,0.651,1,-8.193,1,0.0419,0.399,0.000418,0.208,0.581,107.912,audio_features,15DrrIod12Tc2IoMaHiwlQ,spotify:track:15DrrIod12Tc2IoMaHiwlQ,https://api.spotify.com/v1/tracks/15DrrIod12Tc2IoMaHiwlQ,https://api.spotify.com/v1/audio-analysis/15DrrIod12Tc2IoMaHiwlQ,192707,4
0.561,0.836,9,-3.939,1,0.1,0.0525,0,0.136,0.517,127.923,audio_features,5FljCWR0cys07PQ9277GTz,spotify:track:5FljCWR0cys07PQ9277GTz,https://api.spotify.com/v1/tracks/5FljCWR0cys07PQ9277GTz,https://api.spotify.com/v1/audio-analysis/5FljCWR0cys07PQ9277GTz,226987,4
0.615,0.711,11,-5.507,1,0.0779,0.0444,0,0.145,0.711,144.036,audio_features,2zJZwWF7BTGIIvrAlgzJEx,spotify:track:2zJZwWF7BTGIIvrAlgzJEx,https://api.spotify.com/v1/tracks/2zJZwWF7BTGIIvrAlgzJEx,https://api.spotify.com/v1/audio-analysis/2zJZwWF7BTGIIvrAlgzJEx,221253,4
0.568,0.631,7,-5.623,1,0.0273,0.033,0,0.144,0.23,105.096,audio_features,3ogtSrlbtiTamktbA0hw0E,spotify:track:3ogtSrlbtiTamktbA0hw0E,https://api.spotify.com/v1/tracks/3ogtSrlbtiTamktbA0hw0E,https://api.spotify.com/v1/audio-analysis/3ogtSrlbtiTamktbA0hw0E,225027,4
0.668,0.718,1,-4.736,0,0.0605,0.0165,0,0.104,0.345,91.993,audio_features,4fINc8dnfcz7AdhFYVA4i7,spotify:track:4fINc8dnfcz7AdhFYVA4i7,https://api.spotify.com/v1/tracks/4fINc8dnfcz7AdhFYVA4i7,https://api.spotify.com/v1/audio-analysis/4fINc8dnfcz7AdhFYVA4i7,192200,4
0.646,0.823,2,-4.123,0,0.0394,0.213,0,0.322,0.418,128.035,audio_features,7MmG8p0F9N3C4AXdK6o6Eb,spotify:track:7MmG8p0F9N3C4AXdK6o6Eb,https://api.spotify.com/v1/tracks/7MmG8p0F9N3C4AXdK6o6Eb,https://api.spotify.com/v1/audio-analysis/7MmG8p0F9N3C4AXdK6o6Eb,227267,4
0.722,0.827,1,-6.501,0,0.0659,0.0844,0.0000914,0.0654,0.346,121.896,audio_features,3Wb4T8OJg4obJNBMUYgfPm,spotify:track:3Wb4T8OJg4obJNBMUYgfPm,https://api.spotify.com/v1/tracks/3Wb4T8OJg4obJNBMUYgfPm,https://api.spotify.com/v1/audio-analysis/3Wb4T8OJg4obJNBMUYgfPm,197954,4
0.672,0.52,8,-7.747,1,0.0353,0.859,0,0.115,0.37,120.001,audio_features,5O2P9iiztwhomNh8xkR9lJ,spotify:track:5O2P9iiztwhomNh8xkR9lJ,https://api.spotify.com/v1/tracks/5O2P9iiztwhomNh8xkR9lJ,https://api.spotify.com/v1/audio-analysis/5O2P9iiztwhomNh8xkR9lJ,226600,4
0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,audio_features,4nVBt6MZDDP6tRVdQTgxJg,spotify:track:4nVBt6MZDDP6tRVdQTgxJg,https://api.spotify.com/v1/tracks/4nVBt6MZDDP6tRVdQTgxJg,https://api.spotify.com/v1/audio-analysis/4nVBt6MZDDP6tRVdQTgxJg,245493,4
